,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
39,3127,8780,2328,8780,2435,3851,4617,715,1267,12316,1694,470,3308,1986,0,1896,2494,1302,208,470,2847,1601,3108,2599,1966,1004,989,5676,3169,1015,250,1280,1280,3359,2091,61,61,0,0,0,2269,599,1320,2039,1122,61,0,511,2121,1399,9912,6216,9409,10473,9905,9665,12140,8885,10579,9945,9924,9409,10579,9532,0,9658,9922,10309,9658,9508,9937,10170,10292,10292,10240,21116,10579,10579,10312,9482,10599,10630,9924,9966,10264,9924,10008,10792,10752,0,10579,10319,9409,9082,10752,5219,9650,10371,10579,16776,15029,11154,10656,14226,10924,17985,10797,14134,10868,10453,11270,10710,11333,28363,0,12486,13510,14223,13390,14924,10868,14548,13308,13228,12433,14103,12733,12698,12698,14188,10710,14018,12733,10864,13513,14018,13268,10725,14030,0,13268,14018,13774,13170,13170,13312,10868,13867,13268,12698,24708,25566,25935,25994,21561,2723,25566,24708,24795,26967,24795,24805,24708,26029,0,24708,24805,24795,3494,3494,15386,15415,15415,15415,14296,21116,3006,16192,16795,16723,15415,18235,15142,16477,16537,16429,15905,15569,19144,0,18293,19608,21928,21116,19144,20072,19144,16484,21297,18293,17091,15415,15705,15272,15415,18472,15905,20072,15618,15755,16415,15755,15342,16484,0,14421,13687,17896
40,1794,8394,60,8394,1876,5703,4078,1254,3119,10735,2440,1499,1821,1426,1995,0,1934,3153,1899,1499,4699,3453,2373,3038,2216,2856,1269,5290,1682,2706,2219,3132,3132,1872,281,2030,2030,1969,1969,1969,0,1370,3171,458,2033,2030,1969,1458,1879,3250,8662,4292,7825,8889,8321,8081,11323,6962,8995,8361,8340,7825,8995,7948,8307,0,8338,8725,8074,7924,8353,8586,8708,8708,8656,19532,8995,8995,8728,7898,9015,9046,8340,8382,8680,8340,8424,9208,9168,9319,0,8735,7825,7497,9168,4002,8066,8787,8995,15196,13549,9573,8734,12746,9343,16404,9216,12654,9287,8872,9689,9129,9752,26779,9770,0,11930,12743,11910,13444,9287,12967,11829,11749,10953,12522,11253,11218,11218,12708,9129,12539,11253,9283,12033,12539,11788,9144,12551,12114,0,12539,12294,11691,11691,11832,9287,12387,11788,11218,23124,23982,24351,24410,19980,4770,23982,23124,23211,22325,23211,23221,23124,24445,23211,0,23221,23211,2934,2934,13907,13831,13831,13831,12712,19532,2272,14607,15211,15139,13831,16651,13557,14892,14953,14845,14321,13985,17560,11617,0,18024,20343,19532,17560,18488,17560,14900,19713,16709,15506,13831,14121,13688,13831,16888,14321,18488,14034,14171,14831,14171,13758,14900,15372,0,12103,16312
41,2528,8181,1729,8181,1836,4530,4018,116,1946,11717,2015,129,2709,1387,2126,1978,0,1980,529,129,3526,2280,2509,2920,2177,1683,391,5077,2570,1336,849,1959,1959,2760,1493,660,660,599,599,599,1670,0,1998,1440,663,660,599,88,1491,2077,9648,5617,8810,9874,9306,9066,12309,8286,9980,9346,9325,8810,9980,8933,9292,9059,0,9710,9059,8909,9338,9571,9693,9693,9641,20517,9980,9980,9713,8883,10000,10031,9325,9367,9665,9325,9410,10193,10153,10304,9980,0,8810,8483,10153,4620,9051,9772,9980,16177,14430,10555,10057,13627,10325,17386,10198,13535,10269,9854,10671,10111,10734,27764,10751,11887,0,13624,12791,14325,10269,13949,12709,12629,11834,13504,12134,12099,12099,13589,10111,13419,12134,10265,12914,13419,12669,10126,13431,12995,12669,0,13175,12571,12571,12713,10269,13268,12669,12099,24109,24967,25336,25395,20962,3044,24967,24109,24196,26368,24196,24206,24109,25430,24196,24109,0,24196,2895,2895,14787,14816,14816,14816,13697,20517,2407,15593,16196,16124,14816,17636,14543,15878,15938,15830,15306,14970,18545,12602,17694,0,21329,20517,18545,19473,18545,15885,20698,17694,16492,14816,15106,14673,14816,17873,15306,19473,15019,15156,15816,15156,14743,15885,16357,13822,0,17297
42,3708,9278,3517,9278,3624,2532,5674,2119,635,13505,3320,1874,4497,3174,3913,3300,3683,0,1613,1874,1528,282,4508,2855,3371,717,2394,6174,4357,1418,1444,648,648,4547,3280,1255,1255,1317,1317,1317,3457,2003,0,3227,2527,1255,1317,1915,3526,79,10168,7404,10466,11530,10962,10722,12396,10074,11636,11002,10981,10466,11636,10589,10948,10715,10979,0,10715,10565,10994,11227,11349,11349,11297,22173,11636,11636,11369,10539,11656,11687,10981,11023,11321,10981,11065,11849,11809,10407,11636,11376,0,10138,11809,6276,10707,11428,11636,17965,16503,12342,10934,15700,12113,19173,11985,15608,12056,11641,12458,11899,12521,28634,12539,13961,14699,0,14864,16398,12056,15737,14782,14702,13907,15291,14207,14172,14172,15662,11899,15493,14207,12053,14987,15493,14742,11914,15504,15068,14742,15493,0,14644,14644,14786,12056,15341,14742,14172,25764,26623,26992,27051,22749,2979,26623,25764,25852,28024,25852,25862,25764,27086,25852,25764,25862,0,4551,4551,16861,16472,16472,16472,15353,22173,4407,17248,17851,17780,16472,19292,16198,17533,17594,17486,16962,16626,20201,14258,19350,20665,0,22173,20201,21129,20201,17541,22354,19350,18147,16472,16762,16329,16472,19529,16962,21129,16675,16812,17472,16812,16399,17541,18013,15478,14744,0
43,1939,7934,147,7934,2072,5782,4275,1333,3198,10275,2637,1578,2018,1622,2192,2214,2131,3232,0,1578,4778,3531,2570,3235,2412,2935,1348,4830,1878,2785,2298,3211,3211,2068,478,2109,2109,2048,2048,2048,258,1449,3250,0,2112,2109,2048,1537,2076,3329,8252,4204,7415,8478,7911,7670,10913,6875,8585,7951,7929,7415,8585,7537,7897,7664,7928,8315,0,7513,7943,8176,8298,8298,8245,19121,8585,8585,8318,7488,8604,8636,7929,7972,8270,7929,8014,8797,8757,8909,8585,8325,7415,0,8757,4199,7655,8376,8585,14735,14633,9112,8646,13830,8883,15943,8755,13738,8826,8412,9228,8669,9291,26369,9309,12090,11469,12261,0,14527,8826,12507,12912,12832,12036,12062,12337,12301,12301,13792,8669,12174,12337,8823,13117,12174,12872,8684,12093,13198,12872,12174,13378,0,12774,12916,8826,13471,12872,12301,22713,23571,23940,24000,19519,4967,23571,22713,22801,21864,22801,22810,22713,21435,22801,22713,22810,22801,0,3131,14990,13420,13420,13420,12301,19121,2469,14197,14800,14729,13420,16241,13147,14482,14543,14434,13910,13574,17149,11206,16299,17614,19933,0,17149,18078,17149,14490,19303,16299,15096,13420,13711,13278,13420,16478,13910,18078,13623,13760,14421,13760,13348,14490,14962,12426,11693,15902
44,3192,8770,2392,8770,1811,5053,3945,779,2469,11813,1333,653,2684,2050,2101,1534,2258,2504,1053,0,4049,2803,2484,1931,1605,2206,583,5667,2545,1859,1372,2482,2482,2735,2156,1184,1184,1122,1122,1122,2333,663,2521,2103,0,1184,1122,612,1075,2601,9575,5592,8737,9801,9233,8993,12236,8261,9907,9274,9252,8737,9907,8860,9219,8986,9250,9637,8986,0,9265,9499,9620,9620,9568,20444,9907,9907,9640,8810,9927,9958,9252,9294,9592,9252,9337,10120,10080,10231,9907,9647,8737,8410,0,4547,8978,9699,9907,16841,14774,11218,10032,13971,10421,17481,10293,13879,10364,9950,11334,10207,11397,27691,11415,12232,13575,13968,13135,0,10364,14612,13054,12974,12178,14196,12478,12443,12443,13933,10207,13764,12478,10361,13258,13764,13013,10222,13776,13339,13013,13764,13519,12916,0,13058,10364,13612,13013,12443,24036,24894,25263,25322,21625,3567,24894,24036,24123,26295,24123,24133,24036,25357,24123,24036,24133,24123,2870,0,15132,14743,14743,14743,13624,20444,2382,15520,16123,16052,14743,17563,14470,15805,15865,15757,15233,14897,18472,12529,17621,18937,21256,20444,0,19401,18472,15812,20625,17621,16419,14743,15034,14600,14743,17800,15233,19401,14946,15083,15743,15083,14671,15812,16284,13749,13016,17224
45,3189,8434,2390,8434,2497,3790,4679,776,1206,12378,1756,531,3370,2047,2786,1957,2555,1240,270,531,0,1540,3169,2661,2028,943,1051,5331,3230,1076,186,1219,1219,3420,2153,0,0,61,61,61,2330,660,1258,2100,1184,0,61,572,2183,1337,9974,6277,9471,10534,9966,9726,12201,8947,10641,10007,9985,9471,10641,9593,9953,9720,9984,10371,9720,9569,0,10232,10353,10353,10301,21177,10641,10641,10373,9544,10660,10692,9985,10028,10326,9985,10070,10853,10813,10965,10641,10381,9471,9143,10813,0,9711,10432,10641,16838,15090,11215,10718,14287,10986,18046,10858,14195,10929,10514,11331,10771,11394,28425,11412,12548,13572,14284,13451,14985,0,14610,13370,13290,12494,14164,12794,12759,12759,14249,10771,14080,12794,10925,13574,14080,13329,10787,14092,13655,13329,14080,13835,13232,13232,0,10929,13928,13329,12759,24769,25627,25996,26056,21622,2784,25627,24769,24856,27028,24856,24866,24769,26090,24856,24769,24866,24856,3556,3556,0,15476,15476,15476,14357,21177,3068,16253,16856,16785,15476,18296,15203,16538,16598,16490,15966,15630,19205,13262,18355,19670,21989,21177,19205,0,19205,16546,21359,18355,17152,15476,15767,15334,15476,18534,15966,20134,15679,15816,16477,15816,15404,16546,17018,14482,13749,17957
46,3127,8780,2328,8780,2435,3851,4617,715,1267,12316,1694,470,3308,1986,2725,1896,2494,1302,208,470,2847,0,3108,2599,1966,1004,989,5676,3169,1015,250,1280,1280,3359,2091,61,61,0,0,0,2269,599,1320,2039,1122,61,0,511,2121,1399,9912,6216,9409,10473,9905,9665,12140,8885,10579,9945,9924,9409,10579,9532,9891,9658,9922,10309,9658,9508,9937,0,10292,10292,10240,21116,10579,10579,10312,9482,10599,10630,9924,9966,10264,9924,10008,10792,10752,10903,10579,10319,9409,9082,10752,5219,0,10371,10579,16776,15029,11154,10656,14226,10924,17985,10797,14134,10868,10453,11270,10710,11333,28363,11350,12486,13510,14223,13390,14924,10868,0,13308,13228,12433,14103,12733,12698,12698,14188,10710,14018,12733,10864,13513,14018,13268,10725,14030,13594,13268,14018,13774,13170,13170,13312,0,13867,13268,12698,24708,25566,25935,25994,21561,2723,25566,24708,24795,26967,24795,24805,24708,26029,24795,24708,24805,24795,3494,3494,15386,0,15415,15415,14296,21116,3006,16192,16795,16723,15415,18235,15142,16477,16537,16429,15905,15569,19144,13201,18293,19608,21928,21116,19144,20072,0,16484,21297,18293,17091,15415,15705,15272,15415,18472,15905,20072,15618,15755,16415,15755,15342,16484,16956,14421,13687,17896
47,2617,8269,1817,8269,1925,4441,4106,204,1858,11805,1927,41,2797,1475,2214,2067,1983,1892,441,41,3438,2191,0,2832,2265,1595,479,5165,2658,1248,761,1871,1871,2848,1581,572,572,511,511,511,1758,88,1910,1528,612,572,511,0,1579,1989,9736,5705,8898,9962,9394,9154,12397,8374,10068,9435,9413,8898,10068,9021,9380,9147,9412,9799,9147,8997,9426,9660,0,9781,9729,20605,10068,10068,9801,8972,10088,10120,9413,9455,9753,9413,9498,10281,10241,10392,10068,9808,8898,8571,10241,4708,9139,0,10068,16266,14518,10643,10146,13715,10413,17474,10286,13623,10357,9942,10759,10199,10822,27852,10840,11976,13000,13712,12879,14413,10357,14037,0,12717,11922,13592,12222,12187,12187,13677,10199,13508,12222,10353,13002,13508,12757,10214,13520,13083,12757,13508,13263,12659,12659,12801,10357,0,12757,12187,24197,25055,25424,25484,21050,2956,25055,24197,24284,26456,24284,24294,24197,25518,24284,24197,24294,24284,2983,2983,14876,14904,0,14904,13785,20605,2496,15681,16284,16213,14904,17724,14631,15966,16026,15918,15394,15058,18633,12690,17782,19098,21417,20605,18633,19562,18633,0,20786,17782,16580,14904,15195,14761,14904,17962,15394,19562,15107,15244,15904,15244,14832,15974,16446,13910,13177,17385
48,2758,8407,1963,8407,2066,5713,4248,1265,3129,11947,2631,1510,2936,1616,2355,2208,2125,3164,1910,1510,4709,3463,2738,0,2406,2866,1132,5303,2800,2716,2230,3143,3143,2986,1727,2041,2041,1980,1980,1980,1904,1381,3182,1670,1008,2041,1980,1469,0,3261,9777,5876,8940,10003,9436,9195,12438,8547,10110,9476,9454,8940,10110,9063,9422,9189,9453,9840,9189,9039,9468,9701,9823,0,9770,20646,10110,10110,9843,9013,10129,10161,9454,9497,9795,9454,9539,10322,10282,10434,10110,9850,8940,8612,10282,4850,9181,9901,0,16407,14664,10784,9095,13861,10555,17615,10427,13769,10498,10084,10900,10341,10963,27894,10981,12121,13141,13858,13025,14559,10498,14179,12943,0,12068,13734,12368,12333,12333,13823,10341,13653,12368,10495,13148,13653,12903,10356,13665,13229,12903,13653,13409,12805,12805,12947,10498,13502,0,12333,24238,25097,25465,25525,21191,4425,25097,24238,24326,23536,24326,24335,24238,25560,24326,24238,24335,24326,3125,3125,15021,14945,14945,0,13826,20646,2637,15722,16325,16254,14945,17766,14672,16007,16068,15959,15436,15099,18674,12731,17824,19139,21458,20646,18674,19603,18674,16015,0,17824,16621,14945,15236,14803,14945,18003,15436,19603,15149,15285,15946,15285,14873,16015,16487,13952,13218,17427
49,3787,9357,3596,9357,3703,2446,5753,2198,714,13584,3399,1953,4576,3253,3993,3380,3762,628,1692,1953,1443,196,4588,2935,0,796,2473,6253,4437,1497,1523,727,727,4627,3359,1334,1334,1396,1396,1396,3536,2083,79,3307,2606,1334,1396,1994,3605,0,10248,7484,10545,11609,11041,10801,12475,10153,11715,11082,11060,10545,11715,10668,11027,10794,11058,11445,10794,10644,11073,11307,11428,11428,0,22252,11715,11715,11448,10618,11735,11766,11060,11102,11400,11060,11145,11928,11888,10486,11715,11455,10545,10218,11888,6355,10786,11507,11715,0,16582,12421,11013,15779,12192,19252,12064,15687,12135,11721,12538,11978,12600,28548,12618,14040,14778,15776,14943,16477,12135,15816,14862,14782,0,15371,14286,14251,14251,15741,11978,15572,14286,12132,15066,15572,14821,11993,15584,15147,14821,15572,15327,14724,14724,14866,12135,15420,14821,0,25844,26702,27071,27130,22828,3058,26702,25844,25931,28103,25931,25941,25844,27165,25931,25844,25941,25931,4630,4630,16940,16551,16551,16551,0,22252,4486,17328,17931,17860,16551,19371,16278,17613,17673,17565,17041,16705,20280,14337,19429,20745,23064,22252,20280,21209,20280,17620,22433,0,18227,16551,16842,16408,16551,19608,17041,21209,16754,16891,17551,16891,16479,17620,18092,15557,14824,19032
50,0,16946,8715,16946,8342,18141,6175,9804,11378,13731,9095,10049,8184,9039,7908,8471,8161,11412,10449,10049,12299,11712,7952,9693,8643,0,9672,13843,7427,10768,10769,11079,11079,8252,8946,10580,10580,10519,10519,10519,9123,9920,11430,9318,9548,10580,10519,10008,8539,11509,0,6778,2331,2549,1615,1855,2290,6879,2547,1648,1890,2331,2547,2650,1858,2524,1889,2651,2524,1521,1800,2739,2145,2145,2669,0,2547,2547,2129,2732,2567,2598,1890,1669,1964,1890,1711,2118,2158,637,2547,1909,2331,1964,2158,5890,2900,1149,2547,18139,0,11808,7764,12154,11579,25811,11451,12062,11522,11107,11924,11364,11987,20467,12005,10415,12605,12151,11318,12852,11522,12554,11237,11156,10361,0,10661,10626,10626,12116,11364,11947,10661,11518,11441,11947,11196,11380,11959,11522,11196,11947,11702,11098,11098,11240,11522,11795,11196,10626,0,18635,19003,19063,32351,7828,18635,17776,17864,20036,17864,17874,17776,19098,17864,17776,17874,17864,7513,7513,14355,8483,8483,8483,7364,0,7851,9260,9863,9792,8483,11304,8210,9545,9606,9497,8974,8637,12212,6269,11362,12677,14996,14184,12212,13141,12212,9553,14366,11362,0,8483,8774,8341,8483,11541,8974,13141,8687,8823,9484,8823,8411,9553,10025,7490,6756,10965
51,6036,0,4470,9953,4452,9245,3089,5594,7458,7375,4884,5839,3594,4624,4018,4260,3950,7492,6238,5839,8623,7792,3741,5482,4432,7195,0,7355,3617,7092,6558,7471,7471,3661,4492,6370,6370,6308,6308,6308,4530,5709,7510,4336,5337,6370,6308,5797,4329,7589,7025,0,6311,6284,6807,6567,9659,2013,7072,7073,6826,6311,7072,6434,6793,6560,6825,7291,6560,6410,6839,5982,6785,6785,6051,16945,0,7072,7513,6385,7092,7123,6826,7052,6757,6826,7010,6603,6563,8104,7072,6812,6311,5984,6563,3013,6552,7572,7072,12544,10233,0,4247,9430,5983,13044,5856,9338,5927,5512,6329,5769,6392,25114,6410,7691,8570,9427,8594,10128,5927,9830,8513,8433,7637,9655,0,7902,7902,9392,5769,9223,7937,5923,8717,9223,8472,5784,9235,8798,8472,9223,8978,8375,8375,8516,5927,9071,8472,7902,20537,0,19385,19078,18791,5963,21395,20537,20624,19472,20624,20634,20537,19043,20624,20537,20634,20624,4127,4127,10591,11244,11244,11244,10125,16945,0,12021,12624,12553,11244,14064,10971,12306,12367,12258,11734,11398,14973,9030,14123,15438,17757,16945,14973,15902,14973,12314,17127,14123,12920,0,11535,11102,11244,14302,11734,15902,11447,11584,12245,11584,11172,12314,13793,10250,9517,13726
52,8857,15379,0,15379,6775,11353,4608,8237,9810,11263,7527,8482,6617,7471,6341,6903,6593,9845,8882,8482,10731,10144,6384,8125,7075,9547,8104,0,5859,9200,9201,9511,9511,6684,7378,9013,9013,8951,8951,8951,7555,8352,9862,7750,7980,9013,8951,8441,6972,9942,2306,5211,0,1287,1191,951,3763,5312,1170,1171,515,0,1170,953,482,1080,513,1389,1080,794,528,1476,883,883,1407,12711,1170,0,1611,904,1190,1221,515,1150,855,515,1108,855,895,2202,1170,910,0,367,895,4323,1071,1670,1170,16571,10489,10240,0,9686,10011,24338,9883,9594,9954,9540,10356,9797,10419,24443,10437,7947,10137,9683,8850,10384,9954,10086,8769,8689,7893,9911,8193,0,8158,9648,9797,9479,8193,9951,8973,9479,8728,9812,9491,9054,8728,9479,9234,8631,8631,8773,9954,9327,8728,8158,16303,17162,0,17590,30878,7288,17162,16303,16391,18563,16391,16400,16303,17625,16391,16303,16400,16391,5945,5945,12882,7010,7010,7010,5891,12711,6283,0,8390,8319,7010,9831,6737,8072,8133,8024,7501,7164,10739,4796,9889,11204,13523,12711,10739,11668,10739,8080,12893,9889,8686,7010,0,6868,7010,10068,7501,11668,7214,7350,8011,7350,6938,8080,8552,6017,5283,9492
53,10083,16604,8373,0,8000,12579,5834,9462,11036,12489,8753,9707,7842,8697,7567,8129,7819,11070,10107,9707,11957,11370,7610,9351,8301,10773,9330,13501,0,10426,10427,10737,10737,7910,8604,10238,10238,10177,10177,10177,8781,9578,11088,8976,9206,10238,10177,9666,8198,11167,2508,6436,1226,0,1478,1238,3432,6537,839,840,711,1226,839,1242,744,1369,712,1058,1369,1276,801,1659,552,552,1590,13937,839,839,0,1611,859,891,711,819,524,711,777,371,331,1872,839,579,1226,1545,331,5549,1779,1339,839,17797,11715,11466,6522,0,11237,25564,11109,10820,11180,10765,11582,11023,11645,25669,11663,9173,11363,10909,10076,11610,11180,11311,9994,9914,9119,11136,9419,9384,0,10874,11023,10704,9419,11176,10199,10704,9954,11038,10716,10280,9954,10704,10460,9856,9856,9998,11180,10553,9954,9384,17529,18387,18756,0,32104,8513,18387,17529,17616,19788,17616,17626,17529,18850,17616,17529,17626,17616,7171,7171,14108,8236,8236,8236,7117,13937,7509,9013,0,9545,8236,11056,7963,9298,9358,9250,8726,8390,11965,6022,11115,12430,14749,13937,11965,12894,11965,9306,14118,11115,9912,8236,8527,0,8236,11294,8726,12894,8439,8576,9236,8576,8164,9306,9778,7242,6509,10717
54,10065,16586,8355,16586,0,12561,5815,9444,11018,12124,8735,9689,7824,8679,7548,8110,7801,11052,10089,9689,11939,11352,7592,9333,8283,10755,9312,13482,7067,0,10409,10719,10719,7892,8586,10220,10220,10159,10159,10159,8763,9560,11070,8958,9187,10220,10159,9648,8179,11149,1635,6537,1208,941,0,240,2558,6470,541,40,697,1208,541,1043,734,917,698,404,917,397,676,1131,538,538,1062,12577,541,541,407,0,521,489,697,61,356,697,103,510,550,998,541,301,1208,840,550,5530,1748,466,541,17898,11350,11567,6156,10547,0,24204,11210,10454,11281,10866,11683,11123,11746,24540,11763,8807,10997,10543,9710,11244,11281,10946,9629,9549,8753,10771,9053,9018,9018,0,11123,10339,9053,11277,9834,10339,9588,11138,10351,9914,9588,10339,10094,9491,9491,9633,11281,10187,9588,9018,16169,17027,17396,17455,0,8495,17027,16169,16256,18428,16256,16266,16169,17490,16256,16169,16266,16256,7152,7152,12748,6876,6876,6876,5757,12577,7490,7652,8256,0,6876,9696,6602,7937,7998,7890,7366,7030,10605,4662,9754,11069,13388,12577,10605,11533,10605,7945,12758,9754,8551,6876,7166,6733,0,9933,7366,11533,7079,7216,7876,7216,6803,7945,8417,5882,5148,9357
55,9824,16346,8114,16346,7742,0,5575,9204,10777,11942,8494,9449,7584,8438,7308,7870,7560,10812,9849,9449,11698,11111,7351,9092,8043,10514,9071,13242,6826,10168,0,10479,10479,7651,8345,9980,9980,9919,9919,9919,8522,9320,10830,8717,8947,9980,9919,9408,7939,10909,1482,6178,967,1182,240,0,2799,6289,781,281,526,967,781,981,494,1157,525,645,1157,157,436,1371,778,778,1302,12817,781,781,647,1368,0,730,526,301,596,526,344,750,790,1238,781,541,967,600,790,5290,1536,706,781,17539,11168,11208,5975,10365,10978,0,10850,10273,10922,10507,11324,10764,11387,24300,11404,8626,10816,10362,9529,11063,10922,10765,9448,9368,8572,10590,8872,8837,8837,10327,0,10158,8872,10918,9652,10158,9407,10779,10170,9733,9407,10158,9913,9310,9310,9451,10922,10006,9407,8837,16409,17267,17636,17696,30983,0,17267,16409,16496,18668,16496,16506,16409,17730,16496,16409,16506,16496,6912,6912,12988,7116,7116,7116,5997,12817,7250,7893,8496,8425,0,9936,6843,8178,8238,8130,7606,7270,10845,4902,9994,11310,13629,12817,10845,11774,10845,8185,12998,9994,8792,7116,7407,6973,7116,0,7606,11774,7319,7456,8116,7456,7044,8185,8657,6122,5389,9597
56,13442,37094,12027,37094,11187,16982,0,11949,12321,15291,11240,12194,10329,11184,10753,10615,10306,12355,12594,12194,18311,12655,10097,11838,10788,12058,11816,15987,9761,11711,12372,0,12022,10397,11791,12183,12183,12122,12122,12122,11968,12065,12373,12354,11692,12183,12122,12153,10684,12452,1333,9099,3863,3590,2656,2896,0,9200,3588,2690,3346,3863,3588,3692,3378,3566,3347,3693,3566,3053,3332,3780,3187,3187,3711,13001,3588,3588,3462,5755,3608,0,3346,2710,3005,3346,2753,3159,3199,1699,3588,2950,3863,3496,3199,8035,5404,2190,3588,20459,14826,14128,9632,14831,13899,24628,0,14738,13842,13428,14244,13685,14307,19308,14325,12283,14473,14019,13186,12098,13842,14422,13105,13025,12229,14247,12530,12494,12494,13985,13685,0,12530,13839,13310,13815,13065,13700,13827,13391,13065,13815,13571,12967,12967,13109,13842,13664,13065,12494,16593,17451,17820,17880,31168,9546,0,16593,16680,18852,16680,16690,16593,17914,16680,16593,16690,16680,9657,9657,13172,7300,7300,7300,6181,13001,9995,8077,8680,8609,7300,0,7027,8362,8422,8314,7790,7454,11029,5086,10179,11494,13813,13001,11029,11958,11029,8370,13183,10179,8976,7300,7591,7158,7300,10358,0,11958,7503,7640,8301,7640,7228,8370,8842,6306,5573,9781
57,8884,10905,7318,10905,7300,12093,4470,0,10306,7556,7732,8687,6442,7472,6866,7108,6798,10341,9087,8687,11471,10640,6589,8330,7280,10043,8309,10204,6465,9940,9406,10319,0,6509,7340,9218,9218,9156,9156,9156,7378,8557,10358,7184,8185,9218,9156,8646,7177,10438,6519,2092,5680,5572,6176,5936,9153,0,6359,6360,6231,5680,6359,5803,6264,5929,6233,6578,5929,5779,6322,5270,6072,6072,5339,16075,6359,6359,6801,5754,6379,6411,0,6339,6044,6231,6297,5891,5851,7392,6359,6099,5680,5353,5851,4394,5921,6859,6359,12207,8377,5876,2424,7574,5647,11675,5519,0,5590,5176,5992,5433,6055,24608,6073,5835,7009,7571,6738,8272,5590,7974,6657,6577,5781,7799,6081,6046,6046,7536,5433,7367,0,5587,6861,7367,6616,5448,7379,6942,6616,7367,7122,6519,6519,6661,5590,7215,6616,6046,17787,17653,17529,17222,17776,7390,17653,0,17874,17616,17874,17884,17787,17187,17874,17787,17884,17874,6048,6048,8735,10532,10532,10532,9413,16075,6488,11309,11912,11840,10532,13352,0,11594,11654,11546,11022,10686,14261,8318,13410,13404,14529,16075,14261,14583,14261,11601,16256,13410,12207,10532,10822,10389,10532,12268,11022,0,10735,10872,11532,10872,10459,11601,11937,9538,8804,13013
58,10441,16962,8731,16962,8358,12937,6192,9821,0,12496,9111,10066,8200,9055,7925,8487,8177,11429,10466,10066,12315,11728,7968,9709,8659,11131,9688,13859,7443,10784,10785,11095,11095,0,8962,10597,10597,10535,10535,10535,9139,9936,11446,9334,9564,10597,10535,10024,8556,11526,1709,6910,1584,1289,2029,2270,2633,6843,0,41,1069,1584,0,1416,1102,1289,1071,195,1289,2426,1160,1504,739,739,1434,12949,0,0,481,1969,20,51,1069,0,882,1069,1135,883,923,1072,0,937,1584,1903,923,5907,2137,540,0,18271,11722,11939,6529,10919,11710,24576,11582,10827,0,11239,12055,11496,12118,21486,12136,9180,11370,10916,10083,11617,11653,11319,10002,9922,9126,11144,9426,9391,9391,10881,11496,10712,9426,0,10206,10712,9961,11511,10724,10287,9961,10712,10467,9864,9864,10005,11653,10560,9961,9391,16541,17400,17768,17828,31116,8871,17400,16541,0,18801,16629,16639,16541,17863,16629,16541,16639,16629,7529,7529,13120,7248,7248,7248,6129,12949,7867,8025,8628,8557,7248,10069,6975,0,8371,8262,7739,7402,10977,5034,10127,11442,13761,12949,10977,11906,10977,8318,13131,10127,8924,7248,7539,7106,7248,10306,7739,11906,0,7588,8249,7588,7176,8318,8790,6255,5521,9730
59,10028,16113,8318,16113,7945,12524,5778,9407,10981,0,8698,9652,7787,8642,7511,8074,7764,11015,10052,9652,11902,11315,7555,9296,8246,10718,9275,13446,7030,10371,10372,10682,10682,7855,0,10183,10183,10122,10122,10122,8726,9523,11033,8921,9151,10183,10122,9611,8143,11112,1668,6496,1171,901,692,451,2592,6430,574,0,656,1171,574,1002,689,876,657,438,876,490,746,1091,497,497,1021,12536,574,574,441,1539,554,523,656,21,0,656,63,469,509,1032,574,261,1171,933,509,5494,1707,499,574,17857,11309,11526,6116,10506,11297,24163,11169,10414,11240,0,11642,11083,11705,21445,11723,8767,10957,10503,9670,11204,11240,10905,9588,9508,8713,10730,9013,8978,8978,10468,11083,10298,9013,11237,0,10298,9548,11098,10310,9874,9548,10298,10054,9450,9450,9592,11240,10147,9548,8978,16128,16986,17355,17415,30703,8458,16986,16128,16215,0,16215,16225,16128,17449,16215,16128,16225,16215,7116,7116,12707,6835,6835,6835,5716,12536,7454,7612,8215,8144,6835,9655,6562,7897,0,7849,7325,6989,10564,4621,9714,11029,13348,12536,10564,11493,10564,7905,12718,9714,8511,6835,7126,6693,6835,9893,7325,11493,7038,0,7836,7175,6763,7905,8377,5841,5108,9316
